Year,Country,Population,Sugar,Female_BMI,Male_BMI,Av_BMI,GDP,Life_Expectency,Continent
1980,Afghanistan,13211412.0,,20.44348,21.48678,20.965130000000002,,43.3,Asia
1981,Afghanistan,12996923.0,,20.47765,21.46552,20.971585,,44.1,Asia
1982,Afghanistan,12667001.0,,20.52292,21.45145,20.987185,,43.8,Asia
1983,Afghanistan,12279095.0,,20.56493,21.43822,21.001575000000003,,42.0,Asia
1984,Afghanistan,11912510.0,,20.60867,21.42734,21.018005000000002,,39.8,Asia
1985,Afghanistan,11630498.0,,20.64796,21.41222,21.03009,,41.6,Asia
1986,Afghanistan,11438949.0,,20.68983,21.40132,21.045575,,42.6,Asia
1987,Afghanistan,11337932.0,,20.70902,21.37679,21.042904999999998,,44.7,Asia
1988,Afghanistan,11375768.0,,20.71512,21.34018,21.02765,,47.0,Asia
1989,Afghanistan,11608351.0,,20.71421,21.29845,21.00633,,50.8,Asia
1990,Afghanistan,12067570.0,,20.70504,21.24818,20.97661,,51.6,Asia
1991,Afghanistan,12789374.0,,20.70117,21.20269,20.95193,,51.3,Asia
1992,Afghanistan,13745630.0,,20.67746,21.14238,20.90992,,51.4,Asia
1993,Afghanistan,14824371.0,,20.63639,21.06376,20.850074999999997,,51.4,Asia
1994,Afghanistan,15869967.0,,20.59074,20.97987,20.785305,,50.7,Asia
1995,Afghanistan,16772522.0,,20.5675,20.91132,20.73941,,51.1,Asia
1996,Afghanistan,17481800.0,,20.55575,20.85155,20.70365,,51.4,Asia
1997,Afghanistan,18034130.0,,20.56759,20.81307,20.69033,,51.1,Asia
1998,Afghanistan,18511480.0,,20.59306,20.78591,20.689485,,50.1,Asia
1999,Afghanistan,19038420.0,,20.61717,20.75469,20.68593,,51.5,Asia
2000,Afghanistan,19701940.0,,20.6185,20.69521,20.656855,,51.6,Asia
2001,Afghanistan,20531160.0,,20.61353,20.62643,20.619979999999998,,51.7,Asia
2002,Afghanistan,21487079.0,,20.65274,20.59848,20.62561,490.0,52.4,Asia
2003,Afghanistan,22507368.0,,20.70828,20.58706,20.647669999999998,590.0,53.0,Asia
2004,Afghanistan,23499850.0,,20.76927,20.57759,20.67343,650.0,53.5,Asia
1980,Albania,2681245.0,46.58,25.17427,25.22533,25.1998,,72.3,Europe
1981,Albania,2735329.0,46.58,25.19088,25.23981,25.215345,,72.4,Europe
1982,Albania,2788315.0,46.58,25.20032,25.25636,25.228340000000003,,72.5,Europe
1983,Albania,2842620.0,46.58,25.21906,25.27176,25.24541,,72.6,Europe
1984,Albania,2901590.0,46.58,25.22359,25.27901,25.2513,2550.0,72.8,Europe
1985,Albania,2966799.0,46.58,25.21257,25.28669,25.24963,2610.0,73.0,Europe
1986,Albania,3041003.0,49.32,25.20939,25.29451,25.25195,2750.0,73.2,Europe
1987,Albania,3121336.0,49.32,25.18918,25.30217,25.245675,2730.0,73.2,Europe
1988,Albania,3197064.0,49.32,25.16965,25.3045,25.237075,2720.0,73.4,Europe
1989,Albania,3253659.0,49.32,25.1537,25.31944,25.23657,3040.0,73.7,Europe
1990,Albania,3281453.0,52.06,25.13877,25.32357,25.23117,2820.0,73.9,Europe
1991,Albania,3275438.0,38.36,25.0467,25.28452,25.16561,2020.0,73.9,Europe
1992,Albania,3240613.0,52.06,24.96615,25.23077,25.09846,1880.0,73.9,Europe
1993,Albania,3189623.0,79.45,24.93558,25.21192,25.07375,2200.0,73.9,Europe
1994,Albania,3140634.0,101.37,24.93562,25.22115,25.078385,2500.0,74.0,Europe
1995,Albania,3106727.0,54.8,24.93706,25.25874,25.0979,2980.0,74.1,Europe
1996,Albania,3092034.0,68.49,24.96643,25.31097,25.1387,3360.0,74.3,Europe
1997,Albania,3092471.0,60.27,24.96754,25.33988,25.15371,3090.0,72.5,Europe
1998,Albania,3102898.0,60.27,25.0022,25.39116,25.19668,3550.0,74.3,Europe
1999,Albania,3114851.0,57.53,25.06254,25.46555,25.264045,3950.0,74.4,Europe
2000,Albania,3121965.0,65.75,25.12797,25.55835,25.34316,4380.0,74.4,Europe
2001,Albania,3124093.0,68.49,25.20332,25.66701,25.435165,4820.0,74.5,Europe
2002,Albania,3123112.0,71.23,25.27082,25.77167,25.521245,4980.0,74.5,Europe
2003,Albania,3117045.0,65.75,25.33198,25.87274,25.60236,5350.0,74.6,Europe
2004,Albania,3103758.0,65.75,25.39804,25.98136,25.689700000000002,5770.0,74.7,Europe
1980,Algeria,19337723.0,82.19,23.67764,22.25703,22.967335,2950.0,62.1,Africa
1981,Algeria,19943667.0,82.19,23.80702,22.34745,23.077235,3220.0,63.4,Africa
1982,Algeria,20575701.0,73.97,23.92626,22.43647,23.181365,3510.0,64.4,Africa
1983,Algeria,21228288.0,82.19,24.03604,22.52105,23.278545,3740.0,65.7,Africa
1984,Algeria,21893857.0,82.19,24.1363,22.60633,23.371315,3960.0,66.9,Africa
1985,Algeria,22565908.0,79.45,24.24213,22.69501,23.46857,4100.0,68.0,Africa
1986,Algeria,23241276.0,84.93,24.33652,22.76979,23.553155,4110.0,68.7,Africa
1987,Algeria,23917889.0,93.15,24.42523,22.84096,23.633094999999997,4080.0,69.4,Africa
1988,Algeria,24591493.0,79.45,24.50904,22.90644,23.70774,4020.0,70.0,Africa
1989,Algeria,25257671.0,84.93,24.59436,22.97931,23.786835000000004,4250.0,70.5,Africa
1990,Algeria,25912364.0,82.19,24.67546,23.046,23.86073,4330.0,71.0,Africa
1991,Algeria,26554277.0,79.45,24.75504,23.11333,23.934185,4250.0,71.4,Africa
1992,Algeria,27180921.0,73.97,24.8421,23.18776,24.01493,4330.0,71.7,Africa
1993,Algeria,27785977.0,76.71,24.92523,23.25764,24.091434999999997,4280.0,72.0,Africa
1994,Algeria,28362015.0,73.97,24.9955,23.32273,24.159115,4210.0,72.1,Africa
1995,Algeria,28904300.0,73.97,25.07258,23.39526,24.233919999999998,4340.0,72.3,Africa
1996,Algeria,29411839.0,73.97,25.15,23.46811,24.309055,4510.0,72.8,Africa
1997,Algeria,29887717.0,79.45,25.22635,23.5416,24.383975,4610.0,73.0,Africa
1998,Algeria,30336880.0,54.8,25.3097,23.61592,24.462809999999998,4870.0,73.1,Africa
1999,Algeria,30766551.0,60.27,25.40139,23.69486,24.548125,4990.0,73.5,Africa
2000,Algeria,31183658.0,82.19,25.49389,23.77659,24.63524,5130.0,73.9,Africa
2001,Algeria,31590320.0,79.45,25.59477,23.86256,24.728665,5410.0,74.1,Africa
2002,Algeria,31990387.0,82.19,25.69948,23.95294,24.826210000000003,5620.0,74.4,Africa
2003,Algeria,32394886.0,84.93,25.81168,24.05243,24.932055,6040.0,74.5,Africa
2004,Algeria,32817225.0,84.93,25.93081,24.15957,25.045189999999998,6420.0,75.1,Africa
1980,Andorra,36063.0,,25.67324,25.66652,25.66988,,78.7,Europe
1981,Andorra,37502.0,,25.69018,25.70868,25.69943,,78.8,Europe
1982,Andorra,39112.0,,25.69922,25.74681,25.723015,,78.8,Europe
1983,Andorra,40862.0,,25.70089,25.7825,25.741695,,78.8,Europe
1984,Andorra,42704.0,,25.70584,25.81874,25.76229,,79.0,Europe
1985,Andorra,44597.0,,25.70877,25.85236,25.780565000000003,,79.1,Europe
1986,Andorra,46515.0,,25.71239,25.89089,25.80164,,79.2,Europe
1987,Andorra,48458.0,,25.72437,25.93414,25.829255,,79.3,Europe
1988,Andorra,50431.0,,25.74523,25.98477,25.865000000000002,,79.3,Europe
1989,Andorra,52449.0,,25.77649,26.0445,25.910494999999997,,79.4,Europe
1990,Andorra,54511.0,,25.81199,26.10936,25.960675000000002,,79.5,Europe
1991,Andorra,56674.0,,25.85168,26.17912,26.0154,,79.5,Europe
1992,Andorra,58904.0,,25.87593,26.24017,26.05805,,79.6,Europe
1993,Andorra,61003.0,,25.89671,26.30356,26.100135,,79.8,Europe
1994,Andorra,62707.0,,25.91898,26.36793,26.143455000000003,,80.0,Europe
1995,Andorra,63854.0,,25.93933,26.43569,26.187510000000003,,80.3,Europe
1996,Andorra,64291.0,,25.96645,26.50769,26.23707,,80.6,Europe
1997,Andorra,64147.0,,25.99661,26.58255,26.28958,,81.0,Europe
1998,Andorra,63888.0,,26.03351,26.66337,26.34844,,81.3,Europe
1999,Andorra,64161.0,,26.07432,26.75078,26.41255,,81.5,Europe
2000,Andorra,65399.0,,26.10622,26.83179,26.469005000000003,,81.8,Europe
2001,Andorra,67770.0,,26.14707,26.92373,26.5354,,82.0,Europe
2002,Andorra,71046.0,,26.19542,27.02525,26.610335,,82.3,Europe
2003,Andorra,74783.0,,26.23892,27.12481,26.681865000000002,,82.4,Europe
2004,Andorra,78337.0,,26.28851,27.23107,26.75979,,82.3,Europe
1980,Angola,8211950.0,43.84,20.06763,20.94876,20.508195,,49.9,Africa
1981,Angola,8497950.0,35.62,20.12766,20.94371,20.535685,,50.0,Africa
1982,Angola,8807511.0,32.88,20.19464,20.93754,20.56609,,50.0,Africa
1983,Angola,9128655.0,30.14,20.26439,20.93187,20.598129999999998,,50.1,Africa
1984,Angola,9444918.0,30.14,20.3411,20.93569,20.638395000000003,,50.2,Africa
1985,Angola,9745209.0,30.14,20.42624,20.94857,20.687405,1710.0,50.3,Africa
1986,Angola,10023700.0,30.14,20.51389,20.9603,20.737095,1750.0,50.2,Africa
1987,Angola,10285712.0,30.14,20.60929,20.98025,20.79477,1920.0,50.0,Africa
1988,Angola,10544904.0,30.14,20.70945,21.01375,20.861600000000003,1820.0,49.8,Africa
1989,Angola,10820992.0,32.88,20.80873,21.05269,20.930709999999998,1860.0,50.2,Africa
1990,Angola,11127870.0,35.62,20.914,21.09007,21.002035,1790.0,50.2,Africa
1991,Angola,11472173.0,32.88,21.00432,21.12136,21.06284,1790.0,50.8,Africa
1992,Angola,11848971.0,30.14,21.08987,21.14987,21.11987,1240.0,51.0,Africa
1993,Angola,12246786.0,27.4,21.13495,21.13938,21.137165,930.0,49.7,Africa
1994,Angola,12648483.0,21.92,21.18443,21.14186,21.163145,740.0,51.1,Africa
1995,Angola,13042666.0,24.66,21.25985,21.16022,21.210034999999998,1240.0,52.0,Africa
1996,Angola,13424813.0,27.4,21.36478,21.19076,21.27777,1460.0,52.3,Africa
1997,Angola,13801868.0,32.88,21.47863,21.22621,21.35242,1670.0,52.7,Africa
1998,Angola,14187710.0,30.14,21.60939,21.27082,21.440105000000003,1710.0,52.8,Africa
1999,Angola,14601983.0,38.36,21.76054,21.31954,21.540039999999998,1650.0,52.9,Africa
2000,Angola,15058638.0,27.4,21.91293,21.3748,21.643864999999998,1790.0,53.4,Africa
2001,Angola,15562791.0,32.88,22.07646,21.43664,21.75655,1850.0,53.6,Africa
2002,Angola,16109696.0,35.62,22.26093,21.51765,21.88929,2160.0,54.5,Africa
2003,Angola,16691395.0,35.62,22.44571,21.59924,22.022475,2250.0,55.1,Africa
2004,Angola,17295500.0,35.62,22.63536,21.69218,22.16377,2480.0,55.7,Africa
1980,Antigua and Barbuda,70301.0,104.11,24.22235,23.31424,23.768295000000002,3460.0,70.6,North America
1981,Antigua and Barbuda,69750.0,115.07,24.34043,23.39054,23.865485,3950.0,71.1,North America
1982,Antigua and Barbuda,68950.0,93.15,24.43933,23.45883,23.949080000000002,4210.0,71.5,North America
1983,Antigua and Barbuda,67958.0,84.93,24.55735,23.53735,24.04735,4740.0,72.1,North America
1984,Antigua and Barbuda,66863.0,76.71,24.70423,23.63584,24.170035,5510.0,72.3,North America
1985,Antigua and Barbuda,65744.0,79.45,24.86193,23.73109,24.296509999999998,6170.0,72.5,North America
1986,Antigua and Barbuda,64605.0,79.45,25.02937,23.83449,24.43193,6250.0,72.8,North America
1987,Antigua and Barbuda,63484.0,68.49,25.18394,23.93649,24.560215,7130.0,73.1,North America
1988,Antigua and Barbuda,62538.0,82.19,25.35149,24.05364,24.702565,8360.0,73.3,North America
1989,Antigua and Barbuda,61967.0,84.93,25.52673,24.16347,24.845100000000002,8960.0,73.5,North America
1990,Antigua and Barbuda,61906.0,87.67,25.67301,24.26782,24.970415000000003,9540.0,73.8,North America
1991,Antigua and Barbuda,62412.0,87.67,25.81131,24.36568,25.088495,10400.0,74.0,North America
1992,Antigua and Barbuda,63434.0,87.67,25.95531,24.45644,25.205875,10630.0,74.1,North America
1993,Antigua and Barbuda,64868.0,82.19,26.0634,24.54096,25.30218,11430.0,74.2,North America
1994,Antigua and Barbuda,66550.0,87.67,26.15508,24.60945,25.382265,12060.0,74.3,North America
1995,Antigua and Barbuda,68349.0,90.41,26.22408,24.66461,25.444345,11510.0,74.4,North America
1996,Antigua and Barbuda,70245.0,90.41,26.2935,24.72544,25.50947,11860.0,74.4,North America
1997,Antigua and Barbuda,72232.0,87.67,26.3716,24.78714,25.57937,12900.0,74.8,North America
1998,Antigua and Barbuda,74206.0,93.15,26.4472,24.84936,25.64828,13380.0,75.0,North America
1999,Antigua and Barbuda,76041.0,90.41,26.528,24.91721,25.722605,13770.0,74.9,North America
2000,Antigua and Barbuda,77648.0,93.15,26.61231,24.99158,25.801945,13680.0,74.7,North America
2001,Antigua and Barbuda,78972.0,93.15,26.68539,25.05857,25.87198,14390.0,75.1,North America
2002,Antigua and Barbuda,80030.0,93.15,26.76278,25.13039,25.946585,14450.0,75.3,North America
2003,Antigua and Barbuda,80904.0,95.89,26.84799,25.20713,26.02756,15370.0,75.5,North America
2004,Antigua and Barbuda,81718.0,95.89,26.96384,25.29898,26.131410000000002,16610.0,75.7,North America
1980,Argentina,28105889.0,109.59,23.84436,25.37913,24.611745,4770.0,69.8,South America
1981,Argentina,28543366.0,101.37,23.96239,25.44951,24.70595,4770.0,70.2,South America
1982,Argentina,28993989.0,101.37,24.06563,25.50242,24.784025,4560.0,70.5,South America
1983,Argentina,29454739.0,109.59,24.16711,25.55644,24.861775,4870.0,70.6,South America
1984,Argentina,29920907.0,112.33,24.27477,25.61271,24.94374,5110.0,70.9,South America
1985,Argentina,30388781.0,112.33,24.38048,25.66593,25.023204999999997,4790.0,71.3,South America
1986,Argentina,30857242.0,115.07,24.49371,25.72364,25.108674999999998,5250.0,71.6,South America
1987,Argentina,31326473.0,106.85,24.60935,25.78529,25.197319999999998,5470.0,71.8,South America
1988,Argentina,31795515.0,101.37,24.71734,25.84428,25.280810000000002,5450.0,71.9,South America
1989,Argentina,32263559.0,101.37,24.81633,25.8851,25.350715,4940.0,72.0,South America
1990,Argentina,32729740.0,115.07,24.91829,25.92482,25.421554999999998,5150.0,72.1,South America
1991,Argentina,33193920.0,112.33,25.04809,25.99177,25.51993,6000.0,72.3,South America
1992,Argentina,33655149.0,115.07,25.19889,26.07642,25.637655,6850.0,72.5,South America
1993,Argentina,34110912.0,117.81,25.3555,26.17288,25.76419,7360.0,72.7,South America
1994,Argentina,34558114.0,123.29,25.51859,26.27872,25.898654999999998,7840.0,73.0,South America
1995,Argentina,34994818.0,128.77,25.67636,26.37522,26.02579,7660.0,73.1,South America
1996,Argentina,35419683.0,123.29,25.83772,26.47182,26.15477,8110.0,73.3,South America
1997,Argentina,35833965.0,120.55,25.99866,26.57778,26.288220000000003,8830.0,73.5,South America
1998,Argentina,36241578.0,117.81,26.16254,26.68714,26.42484,9150.0,73.7,South America
1999,Argentina,36648054.0,128.77,26.3257,26.79005,26.557875000000003,8860.0,73.9,South America
2000,Argentina,37057453.0,128.77,26.47851,26.88103,26.679769999999998,8880.0,74.2,South America
2001,Argentina,37471535.0,128.77,26.61081,26.96067,26.78574,8570.0,74.4,South America
2002,Argentina,37889443.0,126.03,26.7046,26.99882,26.851709999999997,7340.0,74.5,South America
2003,Argentina,38309475.0,112.33,26.81386,27.04738,26.930619999999998,8180.0,74.6,South America
2004,Argentina,38728778.0,112.33,26.93257,27.11001,27.02129,9120.0,74.9,South America
1980,Armenia,3096298.0,,25.77727,23.82469,24.800980000000003,,69.6,Europe
1981,Armenia,3145885.0,,25.82968,23.86401,24.846845000000002,,69.9,Europe
1982,Armenia,3192877.0,,25.89036,23.91023,24.900295,,70.4,Europe
1983,Armenia,3239212.0,,25.9533,23.95649,24.954895,,70.3,Europe
1984,Armenia,3287588.0,,26.01453,24.00181,25.00817,,70.6,Europe
1985,Armenia,3339147.0,,26.06321,24.04083,25.05202,,70.7,Europe
1986,Armenia,3396511.0,,26.12162,24.08736,25.10449,,71.2,Europe
1987,Armenia,3457054.0,,26.17592,24.13334,25.15463,,71.4,Europe
1988,Armenia,3510439.0,,26.21834,24.17219,25.195265,,55.0,Europe
1989,Armenia,3542720.0,,26.23481,24.19556,25.215184999999998,,70.6,Europe
1990,Armenia,3544695.0,,26.23227,24.20618,25.219225,2040.0,70.2,Europe
1991,Armenia,3511912.0,,26.20016,24.1979,25.19903,1950.0,70.0,Europe
1992,Armenia,3449497.0,13.7,26.09322,24.12982,25.11152,990.0,69.0,Europe
1993,Armenia,3369673.0,5.48,25.99631,24.05854,25.027425,1040.0,68.7,Europe
1994,Armenia,3289943.0,21.92,25.9344,24.02297,24.978685,1240.0,68.9,Europe
1995,Armenia,3223173.0,32.88,25.90678,24.0157,24.96124,1390.0,69.3,Europe
1996,Armenia,3173425.0,49.32,25.90632,24.02627,24.966295000000002,1560.0,69.5,Europe
1997,Armenia,3137652.0,49.32,25.93358,24.03885,24.986215,1720.0,70.3,Europe
1998,Armenia,3112958.0,52.06,25.98351,24.071,25.027255,1830.0,70.7,Europe
1999,Armenia,3093820.0,54.8,26.05108,24.11699,25.084035,1930.0,71.2,Europe
2000,Armenia,3076098.0,54.8,26.12674,24.18045,25.153595000000003,2090.0,71.8,Europe
2001,Armenia,3060036.0,54.8,26.2254,24.2667,25.24605,2360.0,72.1,Europe
2002,Armenia,3047249.0,54.8,26.33638,24.37698,25.356679999999997,2740.0,72.5,Europe
2003,Armenia,3036420.0,57.53,26.46878,24.50332,25.48605,3170.0,72.5,Europe
2004,Armenia,3025982.0,57.53,26.59244,24.64178,25.61711,3590.0,72.7,Europe
1980,Australia,14708323.0,153.43,23.63058,24.92729,24.278934999999997,9000.0,74.6,Oceania
1981,Australia,14898019.0,147.95,23.75943,25.00216,24.380795,10000.0,74.9,Oceania
1982,Australia,15101227.0,145.21,23.88326,25.0766,24.47993,10750.0,75.0,Oceania
1983,Australia,15318254.0,136.99,23.99286,25.14938,24.57112,10980.0,75.3,Oceania
1984,Australia,15548591.0,142.47,24.11415,25.22894,24.671545000000002,11880.0,75.5,Oceania
1985,Australia,15791043.0,142.47,24.2452,25.31849,24.781845,12580.0,75.7,Oceania
1986,Australia,16047026.0,136.99,24.36228,25.41017,24.886225,13140.0,76.0,Oceania
1987,Australia,16314778.0,131.51,24.48311,25.50528,24.994194999999998,13610.0,76.2,Oceania
1988,Australia,16585905.0,134.25,24.60343,25.60001,25.10172,14520.0,76.4,Oceania
1989,Australia,16849253.0,136.99,24.73402,25.7005,25.217260000000003,15530.0,76.6,Oceania
1990,Australia,17096869.0,136.99,24.86126,25.80568,25.33347,16580.0,77.0,Oceania
1991,Australia,17325818.0,131.51,24.98751,25.90295,25.445230000000002,17030.0,77.4,Oceania
1992,Australia,17538387.0,139.73,25.11666,26.00624,25.56145,17570.0,77.6,Oceania
1993,Australia,17738428.0,126.03,25.23869,26.10586,25.672275,18500.0,77.9,Oceania
1994,Australia,17932214.0,120.55,25.35789,26.20077,25.77933,19390.0,78.1,Oceania
1995,Australia,18124770.0,131.51,25.47974,26.29241,25.886074999999998,20140.0,78.3,Oceania
1996,Australia,18318340.0,123.29,25.5976,26.38256,25.99008,21160.0,78.5,Oceania
1997,Australia,18512971.0,134.25,25.7167,26.47351,26.095105,22170.0,78.8,Oceania
1998,Australia,18709175.0,131.51,25.8251,26.56314,26.194119999999998,23550.0,79.1,Oceania
1999,Australia,18906936.0,117.81,25.93521,26.65506,26.295135000000002,24620.0,79.4,Oceania
2000,Australia,19107251.0,123.29,26.04167,26.74486,26.393265,25700.0,79.7,Oceania
2001,Australia,19308681.0,123.29,26.15183,26.84397,26.4979,26740.0,80.0,Oceania
2002,Australia,19514385.0,126.03,26.25957,26.93858,26.599075,28150.0,80.2,Oceania
2003,Australia,19735255.0,128.77,26.36875,27.03801,26.70338,29170.0,80.5,Oceania
2004,Australia,19985475.0,128.77,26.47178,27.13871,26.805245,30620.0,80.8,Oceania
1980,Austria,7597269.0,123.29,23.9034,24.84097,24.372185,10440.0,72.5,Europe
1981,Austria,7591618.0,117.81,23.94662,24.8811,24.41386,11340.0,72.8,Europe
1982,Austria,7588957.0,120.55,23.99285,24.93482,24.463835,12280.0,73.0,Europe
1983,Austria,7589573.0,112.33,24.02724,24.98118,24.50421,13190.0,73.2,Europe
1984,Austria,7593397.0,112.33,24.06105,25.02208,24.541565,13680.0,73.5,Europe
1985,Austria,7600514.0,106.85,24.09211,25.06015,24.57613,14440.0,73.9,Europe
1986,Austria,7610435.0,109.59,24.12666,25.1068,24.61673,15050.0,74.3,Europe
1987,Austria,7623700.0,109.59,24.15578,25.14747,24.651625,15700.0,74.6,Europe
1988,Austria,7642479.0,117.81,24.18901,25.19333,24.69117,16720.0,75.0,Europe
1989,Austria,7669601.0,115.07,24.23289,25.24928,24.741084999999998,17940.0,75.2,Europe
1990,Austria,7706571.0,117.81,24.28536,25.30882,24.79709,19290.0,75.5,Europe
1991,Austria,7755143.0,117.81,24.33975,25.37186,24.855805,20320.0,75.7,Europe
1992,Austria,7813393.0,117.81,24.38968,25.43668,24.913179999999997,21050.0,75.9,Europe
1993,Austria,7874675.0,115.07,24.43623,25.50507,24.97065,21440.0,76.1,Europe
1994,Austria,7929911.0,131.51,24.485,25.56626,25.02563,22270.0,76.4,Europe
1995,Austria,7972833.0,128.77,24.53071,25.61814,25.074424999999998,23180.0,76.7,Europe
1996,Austria,8000453.0,128.77,24.57773,25.6641,25.120915,24240.0,77.0,Europe
1997,Austria,8015256.0,126.03,24.61332,25.71737,25.165345000000002,24760.0,77.3,Europe
1998,Austria,8023166.0,123.29,24.66039,25.75996,25.210175,25880.0,77.5,Europe
1999,Austria,8032953.0,123.29,24.71124,25.81773,25.264485,26700.0,77.8,Europe
2000,Austria,8050884.0,126.03,24.7543,25.87471,25.314505,28420.0,78.1,Europe
2001,Austria,8078877.0,123.29,24.79874,25.93806,25.3684,28410.0,78.5,Europe
2002,Austria,8114698.0,120.55,24.83051,25.99583,25.41317,30090.0,78.7,Europe
2003,Austria,8155466.0,123.29,24.86827,26.06356,25.465915,31000.0,78.9,Europe
2004,Austria,8196624.0,123.29,24.91942,26.1436,25.531509999999997,32600.0,79.2,Europe
1980,Azerbaijan,6163990.0,,26.19709,24.49375,25.345419999999997,,65.5,Europe
1981,Azerbaijan,6261942.0,,26.2472,24.52584,25.386519999999997,,65.5,Europe
1982,Azerbaijan,6362289.0,,26.29845,24.56064,25.429544999999997,,65.7,Europe
1983,Azerbaijan,6464775.0,,26.35802,24.6015,25.47976,,65.8,Europe
1984,Azerbaijan,6568857.0,,26.41591,24.64121,25.52856,,65.6,Europe
1985,Azerbaijan,6674107.0,,26.46785,24.67566,25.571755,,65.9,Europe
1986,Azerbaijan,6779970.0,,26.52785,24.71906,25.623455,,65.9,Europe
1987,Azerbaijan,6886428.0,,26.58012,24.75799,25.669055,,66.0,Europe
1988,Azerbaijan,6994139.0,,26.61775,24.78894,25.703345,,65.9,Europe
1989,Azerbaijan,7104058.0,,26.66236,24.82277,25.742565,,66.3,Europe
1990,Azerbaijan,7216503.0,,26.67086,24.83167,25.751265,,66.2,Europe
1991,Azerbaijan,7332519.0,,26.67626,24.83972,25.75799,,65.9,Europe
1992,Azerbaijan,7450920.0,35.62,26.64382,24.81781,25.730815,,64.3,Europe
1993,Azerbaijan,7567156.0,30.14,26.57865,24.7625,25.670575,2090.0,64.4,Europe
1994,Azerbaijan,7675128.0,30.14,26.48774,24.69113,25.589435,1690.0,63.9,Europe
1995,Azerbaijan,7770806.0,32.88,26.40232,24.61946,25.51089,1500.0,64.9,Europe
1996,Azerbaijan,7852287.0,35.62,26.3454,24.55527,25.450335000000003,1510.0,65.3,Europe
1997,Azerbaijan,7921789.0,41.1,26.29662,24.49745,25.397035000000002,1640.0,65.6,Europe
1998,Azerbaijan,7984531.0,38.36,26.2755,24.47179,25.373645,1810.0,65.8,Europe
1999,Azerbaijan,8047997.0,32.88,26.29307,24.47842,25.385745,1940.0,66.1,Europe
2000,Azerbaijan,8117742.0,27.4,26.34661,24.51287,25.42974,2090.0,66.6,Europe
2001,Azerbaijan,8195648.0,32.88,26.42567,24.57202,25.498845,2320.0,67.2,Europe
2002,Azerbaijan,8280599.0,46.58,26.53823,24.66021,25.59922,2580.0,67.5,Europe
2003,Azerbaijan,8371536.0,43.84,26.67162,24.77164,25.72163,2910.0,67.3,Europe
2004,Azerbaijan,8466304.0,43.84,26.82292,24.89376,25.85834,3200.0,67.4,Europe
1980,Bahamas,210660.0,139.73,25.7312,24.21064,24.97092,11380.0,68.0,North America
1981,Bahamas,215404.0,128.77,25.86517,24.30814,25.086655,10900.0,68.3,North America
1982,Bahamas,220275.0,136.99,26.02602,24.4275,25.22676,12390.0,68.6,North America
1983,Bahamas,225185.0,126.03,26.18423,24.54415,25.36419,13080.0,68.9,North America
1984,Bahamas,230016.0,134.25,26.33821,24.66558,25.501894999999998,15140.0,69.2,North America
1985,Bahamas,234684.0,147.95,26.48952,24.78408,25.6368,16080.0,69.2,North America
1986,Bahamas,239132.0,117.81,26.64708,24.90724,25.777160000000002,16500.0,69.3,North America
1987,Bahamas,243391.0,115.07,26.78383,25.03166,25.907745,17300.0,69.6,North America
1988,Bahamas,247576.0,131.51,26.93211,25.14778,26.039945000000003,18010.0,70.0,North America
1989,Bahamas,251855.0,139.73,27.06922,25.26173,26.165475,20080.0,70.3,North America
1990,Bahamas,256338.0,134.25,27.19051,25.35641,26.27346,19990.0,70.5,North America
1991,Bahamas,261117.0,123.29,27.28584,25.44039,26.363115,19470.0,70.8,North America
1992,Bahamas,266133.0,117.81,27.36738,25.51294,26.44016,19230.0,70.8,North America
1993,Bahamas,271165.0,109.59,27.44964,25.58479,26.517215,19060.0,70.9,North America
1994,Bahamas,275903.0,106.85,27.52564,25.65514,26.59039,19690.0,70.6,North America
1995,Bahamas,280151.0,126.03,27.60912,25.72418,26.66665,24310.0,70.6,North America
1996,Bahamas,283792.0,131.51,27.69779,25.79938,26.748585,27520.0,70.7,North America
1997,Bahamas,286968.0,117.81,27.81346,25.89374,26.8536,22290.0,70.8,North America
1998,Bahamas,290054.0,120.55,27.92349,25.99417,26.95883,24130.0,71.0,North America
1999,Bahamas,293572.0,117.81,28.04877,26.1208,27.084785,25650.0,71.1,North America
2000,Bahamas,297891.0,117.81,28.19024,26.25748,27.223860000000002,26880.0,71.3,North America
2001,Bahamas,303138.0,112.33,28.32542,26.38653,27.355975,27780.0,71.5,North America
2002,Bahamas,309170.0,104.11,28.44201,26.51184,27.476925,28600.0,71.6,North America
2003,Bahamas,315757.0,126.03,28.54757,26.62607,27.58682,28590.0,72.2,North America
2004,Bahamas,322539.0,126.03,28.65324,26.75612,27.70468,29310.0,72.7,North America
1980,Bahrain,359902.0,,25.1793,23.97588,24.57759,9690.0,70.4,Asia
1981,Bahrain,374125.0,,25.29051,24.09045,24.69048,9940.0,71.0,Asia
1982,Bahrain,385950.0,,25.39929,24.20617,24.80273,9300.0,70.9,Asia
1983,Bahrain,396447.0,,25.51067,24.32335,24.91701,9850.0,70.7,Asia
1984,Bahrain,407223.0,,25.6136,24.43174,25.02267,10490.0,70.5,Asia
1985,Bahrain,419425.0,,25.70911,24.53684,25.122975,9580.0,70.8,Asia
1986,Bahrain,433487.0,,25.79181,24.63328,25.212545,9350.0,70.4,Asia
1987,Bahrain,448994.0,,25.90032,24.74914,25.324730000000002,10260.0,70.0,Asia
1988,Bahrain,465235.0,,26.01177,24.86604,25.438905,10480.0,69.8,Asia
