Year,Country,Population,Sugar,Female_BMI,Male_BMI,Av_BMI,GDP,Life_Expectency,Continent
1994,Libya,4785488.0,84.93,27.77896,25.52624,26.6526,,74.0,Africa
1995,Libya,4878202.0,87.67,27.85135,25.59521,26.723280000000003,,74.1,Africa
1996,Libya,4970391.0,93.15,27.93468,25.66955,26.802115,,74.1,Africa
1997,Libya,5062160.0,104.11,28.02291,25.74354,26.883225,,74.4,Africa
1998,Libya,5153764.0,104.11,28.11017,25.81026,26.960214999999998,,74.4,Africa
1999,Libya,5245414.0,104.11,28.19779,25.8686,27.033195,,74.5,Africa
2000,Libya,5337264.0,101.37,28.29678,25.92907,27.112924999999997,,74.4,Africa
2001,Libya,5428303.0,98.63,28.40122,25.99243,27.196824999999997,,74.6,Africa
2002,Libya,5518341.0,104.11,28.51032,26.05284,27.281579999999998,10720.0,74.7,Africa
2003,Libya,5609166.0,90.41,28.62657,26.12052,27.373545,12240.0,74.8,Africa
2004,Libya,5703224.0,90.41,28.73863,26.1972,27.467914999999998,12510.0,75.0,Africa
1980,Lithuania,3431933.0,,27.03491,25.9996,26.517255,,70.7,Europe
1981,Lithuania,3457365.0,,26.96342,25.99385,26.478634999999997,,70.5,Europe
1982,Lithuania,3482390.0,,26.89066,25.98854,26.4396,,70.7,Europe
1983,Lithuania,3507839.0,,26.82295,25.98756,26.405254999999997,,70.8,Europe
1984,Lithuania,3534804.0,,26.75682,25.99007,26.373445,,70.5,Europe
1985,Lithuania,3563741.0,,26.68542,25.98661,26.336015,,70.7,Europe
1986,Lithuania,3595362.0,,26.60809,25.98031,26.2942,,72.3,Europe
1987,Lithuania,3628532.0,,26.53758,25.97981,26.258695,,72.0,Europe
1988,Lithuania,3659613.0,,26.46755,25.978,26.222775,,72.1,Europe
1989,Lithuania,3683711.0,,26.40574,25.97939,26.192565000000002,,71.5,Europe
1990,Lithuania,3697393.0,,26.34338,25.98296,26.16317,9340.0,71.4,Europe
1991,Lithuania,3699352.0,,26.28179,25.98461,26.133200000000002,9090.0,70.5,Europe
1992,Lithuania,3690788.0,90.41,26.1813,25.95745,26.069375,7330.0,70.3,Europe
1993,Lithuania,3673906.0,79.45,26.04418,25.91784,25.98101,6300.0,69.1,Europe
1994,Lithuania,3652120.0,79.45,25.8978,25.86401,25.880905,5840.0,68.7,Europe
1995,Lithuania,3628079.0,68.49,25.76637,25.83189,25.799129999999998,6200.0,69.0,Europe
1996,Lithuania,3602164.0,73.97,25.69312,25.82294,25.758029999999998,6600.0,70.2,Europe
1997,Lithuania,3574014.0,93.15,25.64674,25.83361,25.740175,7180.0,71.1,Europe
1998,Lithuania,3544668.0,104.11,25.63621,25.86464,25.750425,7830.0,71.3,Europe
1999,Lithuania,3515218.0,95.89,25.64072,25.90548,25.7731,7830.0,71.8,Europe
2000,Lithuania,3486373.0,98.63,25.66177,25.97347,25.817619999999998,8470.0,72.0,Europe
2001,Lithuania,3458923.0,117.81,25.70216,26.06024,25.8812,9410.0,71.6,Europe
2002,Lithuania,3432663.0,109.59,25.74912,26.15035,25.949735,10440.0,72.0,Europe
2003,Lithuania,3406030.0,106.85,25.80584,26.25435,26.030095,11710.0,72.0,Europe
2004,Lithuania,3376761.0,106.85,25.86497,26.37283,26.1189,12610.0,72.0,Europe
1980,Luxembourg,364044.0,,24.24222,24.99432,24.61827,10910.0,72.6,Europe
1981,Luxembourg,364779.0,,24.27998,25.03678,24.65838,12300.0,72.8,Europe
1982,Luxembourg,365098.0,,24.32799,25.09048,24.709235,14450.0,73.0,Europe
1983,Luxembourg,365301.0,,24.36895,25.14088,24.754915,15850.0,73.3,Europe
1984,Luxembourg,365795.0,,24.42188,25.19478,24.80833,17230.0,73.5,Europe
1985,Luxembourg,366884.0,,24.47796,25.2538,24.865879999999997,18360.0,73.8,Europe
1986,Luxembourg,368662.0,,24.54043,25.31911,24.929769999999998,20040.0,74.2,Europe
1987,Luxembourg,371079.0,,24.60019,25.38969,24.99494,21550.0,74.4,Europe
1988,Luxembourg,374117.0,,24.67907,25.47533,25.077199999999998,23550.0,74.6,Europe
1989,Luxembourg,377708.0,,24.76107,25.56535,25.16321,26300.0,74.8,Europe
1990,Luxembourg,381787.0,,24.84494,25.66131,25.253125,28860.0,75.1,Europe
1991,Luxembourg,386355.0,,24.93509,25.76898,25.352035,32270.0,75.5,Europe
1992,Luxembourg,391400.0,,25.03095,25.88519,25.45807,33020.0,75.8,Europe
1993,Luxembourg,396807.0,,25.11935,25.98781,25.55358,34040.0,76.1,Europe
1994,Luxembourg,402431.0,,25.20839,26.09424,25.651315,34290.0,76.4,Europe
1995,Luxembourg,408148.0,,25.2831,26.18726,25.73518,36100.0,76.8,Europe
1996,Luxembourg,414000.0,,25.3558,26.28181,25.818804999999998,37490.0,77.0,Europe
1997,Luxembourg,419974.0,,25.43275,26.37856,25.905655,39360.0,77.3,Europe
1998,Luxembourg,425830.0,,25.50031,26.47301,25.98666,39810.0,77.6,Europe
1999,Luxembourg,431264.0,,25.56788,26.57184,26.06986,44090.0,78.0,Europe
2000,Luxembourg,436107.0,,25.63979,26.6644,26.152095000000003,46760.0,78.4,Europe
2001,Luxembourg,440198.0,,25.69968,26.75076,26.22522,47870.0,78.7,Europe
2002,Luxembourg,443729.0,,25.76499,26.8421,26.303545,47730.0,78.9,Europe
2003,Luxembourg,447321.0,,25.82982,26.93574,26.38278,47070.0,79.0,Europe
2004,Luxembourg,451826.0,,25.89046,27.03119,26.460825,56750.0,79.5,Europe
1980,Madagascar,8746516.0,30.14,20.32596,20.6969,20.511429999999997,610.0,54.9,Africa
1981,Madagascar,8983494.0,30.14,20.33866,20.71678,20.527720000000002,580.0,54.8,Africa
1982,Madagascar,9220693.0,27.4,20.33722,20.73192,20.53457,590.0,54.3,Africa
1983,Madagascar,9462343.0,24.66,20.35215,20.74784,20.549995000000003,600.0,54.2,Africa
1984,Madagascar,9714342.0,21.92,20.36591,20.76609,20.566,600.0,54.1,Africa
1985,Madagascar,9981113.0,24.66,20.38592,20.78503,20.585475,620.0,54.2,Africa
1986,Madagascar,10264368.0,24.66,20.40743,20.80859,20.60801,620.0,54.0,Africa
1987,Madagascar,10563491.0,24.66,20.42487,20.83242,20.628645,620.0,54.1,Africa
1988,Madagascar,10877757.0,21.92,20.44071,20.86045,20.650579999999998,640.0,54.6,Africa
1989,Madagascar,11205548.0,21.92,20.46247,20.88876,20.675615,670.0,55.1,Africa
1990,Madagascar,11545782.0,19.18,20.48914,20.92158,20.70536,720.0,55.6,Africa
1991,Madagascar,11898267.0,19.18,20.49612,20.95133,20.723725,660.0,55.8,Africa
1992,Madagascar,12263899.0,19.18,20.50304,20.97571,20.739375,670.0,56.1,Africa
1993,Madagascar,12643864.0,21.92,20.5121,20.99956,20.75583,690.0,56.1,Africa
1994,Madagascar,13039754.0,21.92,20.51572,21.01822,20.76697,670.0,56.5,Africa
1995,Madagascar,13452526.0,21.92,20.52204,21.0367,20.77937,680.0,56.9,Africa
1996,Madagascar,13882646.0,21.92,20.53149,21.05489,20.793190000000003,690.0,57.2,Africa
1997,Madagascar,14329239.0,21.92,20.55008,21.07619,20.813135000000003,720.0,57.5,Africa
1998,Madagascar,14790245.0,21.92,20.57077,21.09783,20.8343,740.0,57.8,Africa
1999,Madagascar,15262817.0,21.92,20.59504,21.12003,20.857535,760.0,58.2,Africa
2000,Madagascar,15744811.0,21.92,20.62256,21.14569,20.884124999999997,790.0,58.5,Africa
2001,Madagascar,16235767.0,16.44,20.65229,21.17412,20.913204999999998,830.0,59.0,Africa
2002,Madagascar,16736029.0,13.7,20.65751,21.18056,20.919035,710.0,59.1,Africa
2003,Madagascar,17245275.0,21.92,20.67173,21.19548,20.933605,780.0,59.3,Africa
2004,Madagascar,17763367.0,21.92,20.68364,21.2164,20.950020000000002,810.0,59.6,Africa
1980,Malawi,6163225.0,21.92,20.65521,20.79355,20.72438,300.0,49.4,Africa
1981,Malawi,6327344.0,21.92,20.72001,20.81847,20.76924,310.0,49.7,Africa
1982,Malawi,6483571.0,21.92,20.78581,20.84065,20.81323,330.0,49.9,Africa
1983,Malawi,6659453.0,21.92,20.83728,20.85144,20.84436,350.0,50.1,Africa
1984,Malawi,6892527.0,21.92,20.89022,20.863,20.87661,370.0,50.2,Africa
1985,Malawi,7205635.0,24.66,20.94965,20.87576,20.912705,380.0,50.1,Africa
1986,Malawi,7617137.0,24.66,21.01018,20.8892,20.949689999999997,370.0,49.8,Africa
1987,Malawi,8108484.0,27.4,21.07015,20.89811,20.98413,370.0,49.6,Africa
1988,Malawi,8620942.0,32.88,21.11109,20.90349,21.00729,370.0,49.4,Africa
1989,Malawi,9073088.0,30.14,21.15434,20.90734,21.03084,380.0,49.0,Africa
1990,Malawi,9408998.0,35.62,21.19305,20.9186,21.055825,400.0,48.7,Africa
1991,Malawi,9604199.0,38.36,21.24348,20.93791,21.090695,440.0,48.4,Africa
1992,Malawi,9682918.0,38.36,21.27565,20.94862,21.112135,410.0,47.9,Africa
1993,Malawi,9697635.0,32.88,21.33235,20.97348,21.152915,460.0,47.3,Africa
1994,Malawi,9725612.0,41.1,21.39961,20.99899,21.1993,420.0,46.6,Africa
1995,Malawi,9822812.0,43.84,21.49245,21.04616,21.269305000000003,490.0,46.0,Africa
1996,Malawi,10006767.0,43.84,21.58761,21.10198,21.344795,540.0,45.4,Africa
1997,Malawi,10260421.0,43.84,21.69312,21.16561,21.429365,550.0,45.0,Africa
1998,Malawi,10563554.0,38.36,21.80685,21.23388,21.520364999999998,560.0,44.6,Africa
1999,Malawi,10882543.0,32.88,21.92383,21.31075,21.617289999999997,570.0,44.4,Africa
2000,Malawi,11193230.0,41.1,22.04351,21.38712,21.715315,580.0,44.7,Africa
2001,Malawi,11491824.0,30.14,22.15064,21.45321,21.801924999999997,550.0,45.1,Africa
2002,Malawi,11788731.0,32.88,22.25219,21.51781,21.884999999999998,550.0,45.5,Africa
2003,Malawi,12090476.0,24.66,22.35614,21.58806,21.972099999999998,580.0,46.2,Africa
2004,Malawi,12407618.0,24.66,22.45903,21.6633,22.061165,620.0,46.8,Africa
1980,Malaysia,13833739.0,104.11,22.12225,21.58003,21.85114,2240.0,68.9,Asia
1981,Malaysia,14180093.0,87.67,22.25413,21.68427,21.9692,2560.0,69.2,Asia
1982,Malaysia,14543585.0,87.67,22.40309,21.7849,22.093995,2770.0,69.6,Asia
1983,Malaysia,14926976.0,104.11,22.54688,21.89074,22.21881,2930.0,69.9,Asia
1984,Malaysia,15333369.0,95.89,22.69314,22.00053,22.346835,3180.0,70.2,Asia
1985,Malaysia,15764340.0,101.37,22.81463,22.10504,22.459834999999998,3140.0,70.5,Asia
1986,Malaysia,16221767.0,104.11,22.92262,22.20184,22.56223,3170.0,70.8,Asia
1987,Malaysia,16703500.0,90.41,23.01392,22.29582,22.65487,3350.0,71.0,Asia
1988,Malaysia,17202032.0,109.59,23.10735,22.3952,22.751275,3730.0,71.2,Asia
1989,Malaysia,17707064.0,98.63,23.22503,22.49698,22.861005,4090.0,71.4,Asia
1990,Malaysia,18211097.0,101.37,23.33146,22.6064,22.96893,4570.0,71.7,Asia
1991,Malaysia,18709835.0,106.85,23.4424,22.71714,23.07977,5000.0,71.8,Asia
1992,Malaysia,19204700.0,106.85,23.57312,22.83756,23.20534,5400.0,72.0,Asia
1993,Malaysia,19700762.0,112.33,23.71035,22.96548,23.337915,5940.0,72.1,Asia
1994,Malaysia,20205992.0,120.55,23.85272,23.09928,23.476,6450.0,72.2,Asia
1995,Malaysia,20725374.0,128.77,24.00876,23.2446,23.62668,7080.0,72.4,Asia
1996,Malaysia,21260881.0,136.99,24.16197,23.39285,23.77741,7730.0,72.5,Asia
1997,Malaysia,21808125.0,128.77,24.30342,23.53373,23.918574999999997,8190.0,72.7,Asia
1998,Malaysia,22358128.0,117.81,24.43246,23.64981,24.041134999999997,7500.0,72.8,Asia
1999,Malaysia,22898579.0,115.07,24.56597,23.76383,24.1649,7750.0,72.9,Asia
2000,Malaysia,23420751.0,115.07,24.67875,23.87947,24.279110000000003,8320.0,73.1,Asia
2001,Malaysia,23920963.0,115.07,24.77534,23.98722,24.38128,8440.0,73.3,Asia
2002,Malaysia,24401977.0,112.33,24.86649,24.0888,24.477645,8900.0,73.4,Asia
2003,Malaysia,24869423.0,112.33,24.95325,24.19118,24.572215,9520.0,73.5,Asia
2004,Malaysia,25332026.0,112.33,25.04321,24.29169,24.66745,10260.0,73.7,Asia
1980,Maldives,158282.0,76.71,21.71378,20.44454,21.07916,,48.2,Asia
1981,Maldives,163834.0,79.45,21.89227,20.5085,21.200385,,49.4,Asia
1982,Maldives,169861.0,76.71,22.05147,20.56406,21.307765,,50.8,Asia
1983,Maldives,176258.0,76.71,22.25887,20.63904,21.448955,,52.2,Asia
1984,Maldives,182864.0,79.45,22.50962,20.73497,21.622295,,53.7,Asia
1985,Maldives,189551.0,79.45,22.76455,20.83734,21.800945,,55.3,Asia
1986,Maldives,196283.0,93.15,22.97282,20.93894,21.95588,,56.9,Asia
1987,Maldives,203059.0,93.15,23.15647,21.03828,22.097375,,58.4,Asia
1988,Maldives,209832.0,87.67,23.36268,21.13978,22.25123,,59.8,Asia
1989,Maldives,216553.0,101.37,23.50912,21.24048,22.3748,,61.1,Asia
1990,Maldives,223179.0,112.33,23.61259,21.32886,22.470725,,62.4,Asia
1991,Maldives,229686.0,112.33,23.71109,21.41354,22.562314999999998,,63.6,Asia
1992,Maldives,236053.0,106.85,23.86467,21.50514,22.684905,,64.8,Asia
1993,Maldives,242252.0,126.03,24.05013,21.61515,22.832639999999998,,65.9,Asia
1994,Maldives,248263.0,131.51,24.25163,21.72258,22.987105,,66.9,Asia
1995,Maldives,254070.0,106.85,24.40311,21.81634,23.109725,2500.0,67.8,Asia
1996,Maldives,259668.0,98.63,24.55544,21.91005,23.232745,2720.0,68.8,Asia
1997,Maldives,265067.0,106.85,24.70953,22.00691,23.358220000000003,2980.0,69.8,Asia
1998,Maldives,270292.0,87.67,24.8823,22.11027,23.496285,3270.0,70.6,Asia
1999,Maldives,275385.0,84.93,25.0735,22.20688,23.64019,3490.0,71.3,Asia
2000,Maldives,280384.0,93.15,25.24335,22.30609,23.774720000000002,3690.0,72.1,Asia
2001,Maldives,285298.0,90.41,25.40158,22.39307,23.897325000000002,3840.0,72.8,Asia
2002,Maldives,290147.0,90.41,25.55654,22.48262,24.019579999999998,4070.0,73.5,Asia
2003,Maldives,294996.0,76.71,25.69591,22.57956,24.137735,4750.0,74.3,Asia
2004,Maldives,299917.0,76.71,25.82206,22.69181,24.256935,5310.0,73.8,Asia
1980,Mali,7090125.0,16.44,19.08109,20.28129,19.68119,350.0,44.9,Africa
1981,Mali,7233877.0,10.96,19.17243,20.30682,19.739624999999997,360.0,45.4,Africa
1982,Mali,7386669.0,8.22,19.2677,20.32526,19.796480000000003,360.0,45.9,Africa
1983,Mali,7542377.0,5.48,19.35648,20.33895,19.847715,380.0,46.5,Africa
1984,Mali,7692537.0,10.96,19.44987,20.35725,19.90356,400.0,46.9,Africa
1985,Mali,7831891.0,10.96,19.56523,20.37219,19.96871,360.0,47.3,Africa
1986,Mali,7957390.0,16.44,19.69543,20.39957,20.0475,400.0,48.2,Africa
1987,Mali,8073178.0,13.7,19.81954,20.42252,20.121029999999998,400.0,48.5,Africa
1988,Mali,8189984.0,13.7,19.94828,20.45123,20.199755,420.0,48.9,Africa
1989,Mali,8322726.0,21.92,20.08925,20.48889,20.289070000000002,,49.2,Africa
1990,Mali,8482075.0,21.92,20.22371,20.53095,20.37733,480.0,49.4,Africa
1991,Mali,8672581.0,27.4,20.34653,20.57916,20.462845,490.0,50.0,Africa
1992,Mali,8891141.0,21.92,20.46233,20.63152,20.546925,530.0,50.4,Africa
1993,Mali,9131449.0,19.18,20.58047,20.678,20.629235,520.0,50.9,Africa
1994,Mali,9383608.0,27.4,20.69629,20.72976,20.713025000000002,510.0,51.0,Africa
1995,Mali,9640643.0,21.92,20.82255,20.77477,20.798659999999998,540.0,51.3,Africa
1996,Mali,9901045.0,32.88,20.95922,20.82456,20.89189,550.0,51.5,Africa
1997,Mali,10168000.0,24.66,21.09652,20.88091,20.988715,580.0,52.1,Africa
1998,Mali,10444822.0,32.88,21.24946,20.94695,21.098205,610.0,51.0,Africa
1999,Mali,10736542.0,30.14,21.40307,21.01837,21.210720000000002,650.0,53.4,Africa
2000,Mali,11046926.0,30.14,21.57042,21.08027,21.325345,660.0,53.4,Africa
2001,Mali,11376094.0,27.4,21.75881,21.15852,21.458665,700.0,53.9,Africa
2002,Mali,11723017.0,30.14,21.94506,21.23538,21.590220000000002,710.0,54.4,Africa
2003,Mali,12088867.0,30.14,22.13176,21.32541,21.728585000000002,790.0,55.2,Africa
2004,Mali,12474857.0,30.14,22.31666,21.41081,21.863735,800.0,55.8,Africa
1980,Malta,319898.0,145.21,25.87284,25.70377,25.788305,5960.0,71.5,Europe
1981,Malta,323298.0,139.73,25.93026,25.75106,25.84066,6780.0,71.9,Europe
1982,Malta,326953.0,145.21,25.96428,25.79222,25.87825,7320.0,72.1,Europe
1983,Malta,330761.0,147.95,25.98902,25.82924,25.909129999999998,7260.0,72.5,Europe
1984,Malta,334592.0,136.99,25.99225,25.86289,25.92757,7710.0,73.0,Europe
1985,Malta,338348.0,142.47,26.00177,25.90376,25.952765,7890.0,73.6,Europe
1986,Malta,341978.0,139.73,25.99935,25.93342,25.966385000000002,8040.0,74.3,Europe
1987,Malta,345490.0,147.95,26.01165,25.97413,25.99289,8560.0,74.9,Europe
1988,Malta,348912.0,145.21,26.03744,26.02576,26.031599999999997,9440.0,75.2,Europe
1989,Malta,352304.0,145.21,26.09319,26.08931,26.091250000000002,10560.0,75.5,Europe
1990,Malta,355707.0,142.47,26.12627,26.15002,26.138145,11780.0,75.7,Europe
1991,Malta,359113.0,134.25,26.18624,26.23524,26.21074,12650.0,75.9,Europe
1992,Malta,362492.0,136.99,26.25112,26.32343,26.287275,13220.0,76.1,Europe
1993,Malta,365838.0,136.99,26.31218,26.41604,26.36411,13850.0,76.5,Europe
1994,Malta,369142.0,139.73,26.37485,26.50236,26.438605,14530.0,76.8,Europe
1995,Malta,372391.0,145.21,26.45139,26.60634,26.528865,15570.0,77.1,Europe
1996,Malta,375610.0,139.73,26.51973,26.69914,26.609434999999998,14710.0,77.3,Europe
1997,Malta,378789.0,147.95,26.58428,26.79132,26.6878,15620.0,77.4,Europe
1998,Malta,381844.0,145.21,26.66763,26.88889,26.77826,16010.0,77.4,Europe
1999,Malta,384663.0,142.47,26.74443,26.98558,26.865005,17200.0,77.3,Europe
2000,Malta,387180.0,139.73,26.79928,27.07791,26.938595,18570.0,77.5,Europe
2001,Malta,389323.0,153.43,26.84629,27.16484,27.005565,18430.0,77.8,Europe
2002,Malta,391148.0,134.25,26.88186,27.24103,27.061445,19450.0,78.1,Europe
2003,Malta,392870.0,131.51,26.91781,27.3194,27.118605000000002,19590.0,78.5,Europe
2004,Malta,394786.0,131.51,26.95195,27.39609,27.17402,19690.0,78.8,Europe
1980,Marshall Islands,30581.0,,25.41262,24.66611,25.039365,,64.2,Oceania
1981,Marshall Islands,31895.0,,25.61479,24.82211,25.218449999999997,,64.4,Oceania
1982,Marshall Islands,33334.0,,25.8105,24.97811,25.394305000000003,,64.4,Oceania
1983,Marshall Islands,34895.0,,26.02769,25.14127,25.58448,,64.5,Oceania
1984,Marshall Islands,36567.0,,26.23508,25.30169,25.768385000000002,,64.6,Oceania
1985,Marshall Islands,38334.0,,26.42591,25.45539,25.940649999999998,,64.7,Oceania
1986,Marshall Islands,40203.0,,26.64782,25.62721,26.137515,,64.9,Oceania
1987,Marshall Islands,42148.0,,26.88289,25.81112,26.347005,,65.1,Oceania
1988,Marshall Islands,44063.0,,27.13299,26.00013,26.56656,,65.0,Oceania
1989,Marshall Islands,45813.0,,27.39396,26.19721,26.795585,,64.9,Oceania
1990,Marshall Islands,47300.0,,27.63952,26.39335,27.016435,,64.7,Oceania
1991,Marshall Islands,48481.0,,27.88973,26.59011,27.239919999999998,,64.7,Oceania
1992,Marshall Islands,49382.0,,28.12436,26.77802,27.45119,,64.7,Oceania
1993,Marshall Islands,50052.0,,28.34575,26.9603,27.653025,,64.6,Oceania
1994,Marshall Islands,50577.0,,28.56886,27.14187,27.855365,,64.6,Oceania
1995,Marshall Islands,51020.0,,28.7904,27.32525,28.057825,,64.5,Oceania
1996,Marshall Islands,51397.0,,28.97939,27.48536,28.232374999999998,,64.4,Oceania
1997,Marshall Islands,51697.0,,29.17469,27.63951,28.4071,,64.1,Oceania
1998,Marshall Islands,51922.0,,29.34631,27.78486,28.565585,,63.9,Oceania
1999,Marshall Islands,52076.0,,29.5393,27.93394,28.736620000000002,,63.7,Oceania
2000,Marshall Islands,52161.0,,29.73444,28.08491,28.909675,,63.3,Oceania
2001,Marshall Islands,52184.0,,29.93286,28.23885,29.085855000000002,,63.4,Oceania
2002,Marshall Islands,52161.0,,30.14378,28.3954,29.26959,,63.3,Oceania
2003,Marshall Islands,52115.0,,30.34851,28.55544,29.451975,,63.3,Oceania
2004,Marshall Islands,52074.0,,30.55889,28.72246,29.640675,,63.2,Oceania
1980,Mauritania,1534085.0,46.58,22.46584,20.85381,21.659824999999998,900.0,57.2,Africa
1981,Mauritania,1578585.0,46.58,22.58971,20.90764,21.748675,960.0,57.5,Africa
1982,Mauritania,1624310.0,52.06,22.70641,20.95424,21.830325000000002,980.0,57.8,Africa
1983,Mauritania,1671080.0,60.27,22.85929,21.00572,21.932505,1000.0,58.1,Africa
1984,Mauritania,1718641.0,60.27,22.99698,21.03823,22.017605,1010.0,58.4,Africa
1985,Mauritania,1766855.0,60.27,23.13182,21.07181,22.101815000000002,1010.0,58.6,Africa
1986,Mauritania,1815692.0,63.01,23.27129,21.11438,22.192835000000002,1060.0,59.3,Africa
1987,Mauritania,1865356.0,63.01,23.41665,21.16486,22.290755,1080.0,59.6,Africa
1988,Mauritania,1916240.0,73.97,23.56313,21.21562,22.389375,1120.0,60.3,Africa
1989,Mauritania,1968870.0,76.71,23.70736,21.26856,22.48796,1200.0,60.0,Africa
1990,Mauritania,2023665.0,73.97,23.84604,21.32159,22.583815,1200.0,60.0,Africa
1991,Mauritania,2080782.0,76.71,23.98151,21.37271,22.67711,1250.0,60.6,Africa
1992,Mauritania,2140250.0,63.01,24.10785,21.4249,22.766375,1260.0,60.9,Africa
1993,Mauritania,2202201.0,71.23,24.23756,21.48606,22.86181,1320.0,61.2,Africa
1994,Mauritania,2266745.0,65.75,24.34791,21.54433,22.94612,1280.0,61.2,Africa
1995,Mauritania,2333966.0,87.67,24.47052,21.6168,23.043660000000003,1410.0,61.6,Africa
1996,Mauritania,2403779.0,79.45,24.5976,21.68749,23.142545,1550.0,61.8,Africa
1997,Mauritania,2476188.0,82.19,24.72215,21.75554,23.238844999999998,1470.0,62.3,Africa
1998,Mauritania,2551429.0,87.67,24.84888,21.81767,23.333275,1520.0,62.7,Africa
1999,Mauritania,2629806.0,90.41,24.99963,21.89184,23.445735,1610.0,63.2,Africa
2000,Mauritania,2711421.0,120.55,25.1528,21.96901,23.560904999999998,1580.0,63.7,Africa
2001,Mauritania,2796502.0,126.03,25.29454,22.04644,23.67049,1550.0,64.0,Africa
2002,Mauritania,2884672.0,101.37,25.43653,22.12388,23.780205000000002,1730.0,64.5,Africa
2003,Mauritania,2974686.0,109.59,25.57401,22.19542,23.884715,1720.0,65.0,Africa
2004,Mauritania,3064882.0,109.59,25.71169,22.2749,23.993295,1820.0,65.3,Africa
1980,Mauritius,966036.0,123.29,23.1809,21.98902,22.584960000000002,1740.0,66.0,Africa
1981,Mauritius,978067.0,128.77,23.28853,22.1012,22.694865,1950.0,66.5,Africa
1982,Mauritius,988890.0,120.55,23.38832,22.20631,22.797314999999998,2150.0,67.0,Africa
1983,Mauritius,998625.0,120.55,23.47564,22.30447,22.890054999999997,2240.0,67.3,Africa
1984,Mauritius,1007503.0,131.51,23.57018,22.40026,22.985219999999998,2400.0,67.4,Africa
1985,Mauritius,1015763.0,131.51,23.66504,22.50229,23.083665,2630.0,67.7,Africa
1986,Mauritius,1023278.0,147.95,23.77823,22.61191,23.19507,2940.0,68.0,Africa
1987,Mauritius,1030175.0,131.51,23.88856,22.73157,23.310065,3320.0,68.4,Africa
1988,Mauritius,1037260.0,145.21,24.00298,22.85638,23.42968,3640.0,68.7,Africa
1989,Mauritius,1045588.0,145.21,24.13279,22.98164,23.557215,3960.0,69.1,Africa
1990,Mauritius,1055865.0,139.73,24.26225,23.10631,23.68428,4370.0,69.4,Africa
1991,Mauritius,1068435.0,131.51,24.39242,23.23364,23.81303,4720.0,69.7,Africa
1992,Mauritius,1082958.0,131.51,24.50947,23.36001,23.934739999999998,5070.0,69.8,Africa
1993,Mauritius,1098598.0,128.77,24.62566,23.48322,24.05444,5370.0,70.0,Africa
1994,Mauritius,1114140.0,128.77,24.7382,23.60584,24.17202,5580.0,70.2,Africa
1995,Mauritius,1128676.0,115.07,24.85117,23.71886,24.285015,5920.0,70.4,Africa
1996,Mauritius,1141949.0,115.07,24.96115,23.82652,24.393835,6260.0,70.6,Africa
1997,Mauritius,1154137.0,115.07,25.06106,23.92989,24.495475,6700.0,70.9,Africa
1998,Mauritius,1165288.0,115.07,25.16366,24.03661,24.600135,7120.0,71.1,Africa
1999,Mauritius,1175577.0,115.07,25.26144,24.14182,24.70163,7320.0,71.3,Africa
2000,Mauritius,1185143.0,115.07,25.37198,24.25019,24.811085,8070.0,71.5,Africa
2001,Mauritius,1193950.0,106.85,25.47852,24.36163,24.920075,8450.0,71.7,Africa
2002,Mauritius,1201931.0,109.59,25.57969,24.47135,25.02552,8690.0,71.8,Africa
2003,Mauritius,1209182.0,117.81,25.67148,24.58312,25.127299999999998,9030.0,72.0,Africa
2004,Mauritius,1215835.0,117.81,25.76525,24.69464,25.229945,9770.0,72.2,Africa
1980,Mexico,69330974.0,128.77,24.5558,24.45367,24.504735,3750.0,66.7,North America
1981,Mexico,70950741.0,128.77,24.74217,24.60031,24.67124,4330.0,67.2,North America
1982,Mexico,72547995.0,123.29,24.93398,24.73697,24.835475,4320.0,67.8,North America
1983,Mexico,74133377.0,112.33,25.10648,24.86073,24.983605,4260.0,68.4,North America
1984,Mexico,75721210.0,128.77,25.28986,24.97602,25.132939999999998,4510.0,68.9,North America
1985,Mexico,77322643.0,126.03,25.45777,25.09166,25.274715,4720.0,69.1,North America
1986,Mexico,78939441.0,128.77,25.61255,25.19845,25.4055,4510.0,69.8,North America
1987,Mexico,80571067.0,123.29,25.76044,25.29718,25.52881,4680.0,70.3,North America
1988,Mexico,82223153.0,123.29,25.91736,25.39259,25.654975,5170.0,70.6,North America
1989,Mexico,83901643.0,134.25,26.08465,25.4846,25.784625,5490.0,71.0,North America
1990,Mexico,85609404.0,145.21,26.23836,25.58431,25.911335,5900.0,71.5,North America
1991,Mexico,87347208.0,134.25,26.39312,25.69054,26.041829999999997,6280.0,71.9,North America
1992,Mexico,89110043.0,136.99,26.5543,25.79848,26.17639,6550.0,72.1,North America
1993,Mexico,90887097.0,139.73,26.71187,25.90837,26.31012,6690.0,72.3,North America
1994,Mexico,92663664.0,136.99,26.86437,26.02117,26.442770000000003,7000.0,72.7,North America
1995,Mexico,94426946.0,134.25,26.98975,26.11915,26.554450000000003,6490.0,72.9,North America
1996,Mexico,96181710.0,136.99,27.12237,26.22286,26.672615,6860.0,73.2,North America
1997,Mexico,97925825.0,128.77,27.25841,26.32961,26.79401,7410.0,73.5,North America
1998,Mexico,99632299.0,134.25,27.39971,26.43387,26.91679,7740.0,73.7,North America
1999,Mexico,101266570.0,131.51,27.54598,26.53752,27.04175,8070.0,74.1,North America
