Year,Country,Population,Sugar,Female_BMI,Male_BMI,Av_BMI,GDP,Life_Expectency,Continent
1997,Albania,0.01661579320674776,0.31882141345746934,0.7485865551161802,0.8334297011545062,0.7890462653266883,0.04479559292548565,0.8780487804878049,Europe
1998,Albania,0.016671817297439884,0.31882141345746934,0.7496257448000788,0.8351163024752387,0.7903941904646139,0.05146419251957089,0.9024390243902439,Europe
1999,Albania,0.016736040559743797,0.30432712653406685,0.7514348822936289,0.837562992651707,0.7925073619078614,0.05726297477529719,0.9024390243902439,Europe
2000,Albania,0.016774263958725652,0.3478099873042742,0.7533966301591075,0.840615188489538,0.7949891188845191,0.06349666570020296,0.9024390243902439,Europe
2001,Albania,0.016785697665927416,0.36230427422767664,0.7556558033466945,0.8441890203832743,0.7978752220335728,0.06987532618150188,0.9024390243902439,Europe
2002,Albania,0.016780426769891263,0.3767985611510792,0.7576796147622501,0.8476312921115867,0.800575463966843,0.0721948390837924,0.9024390243902439,Europe
2003,Albania,0.01674782888380427,0.3478099873042742,0.7595133378167003,0.8509554885914313,0.8031199589066342,0.07755871267033923,0.9024390243902439,Europe
2004,Albania,0.016676438062568414,0.3478099873042742,0.761493974588724,0.8545280048835132,0.8058597257566787,0.08364743403885185,0.9024390243902439,Europe
1980,Algeria,0.10390125128331677,0.43477570884468897,0.7099122685246955,0.7320346371603528,0.7204619082535711,0.042766019135981444,0.7560975609756098,Africa
1981,Algeria,0.10715697791708942,0.43477570884468897,0.7137913903164671,0.7350085546997566,0.7239093593277628,0.0466801971585967,0.7682926829268293,Africa
1982,Algeria,0.11055288566970331,0.3912928480744816,0.7173664906600353,0.7379364261812622,0.7271758113783139,0.05088431429399826,0.7804878048780488,Africa
1983,Algeria,0.11405922433590647,0.43477570884468897,0.7206579575815123,0.7407182658791475,0.7302242490069757,0.05421861409104088,0.7926829268292683,Africa
1984,Algeria,0.11763531506361964,0.43477570884468897,0.7236639921374176,0.7435231286059819,0.7331343494269279,0.057407944331690344,0.8048780487804879,Africa
1985,Algeria,0.12124623346524348,0.42028142192128654,0.7268370286130955,0.7464398174734265,0.7361851397292073,0.05943751812119455,0.8292682926829268,Africa
1986,Algeria,0.12487497405050839,0.44926999576809146,0.7296670665318258,0.7488993347660236,0.7388384850350352,0.059582487677587705,0.8292682926829268,Africa
1987,Algeria,0.1285104039992443,0.4927528565382988,0.732326804467736,0.7512401190093255,0.7413461214214854,0.05914757900840823,0.8414634146341463,Africa
1988,Algeria,0.132129666643013,0.42028142192128654,0.7348396286860726,0.7533937589173124,0.7436876590505394,0.05827776167004929,0.8536585365853658,Africa
1989,Algeria,0.1357090295171951,0.44926999576809146,0.7373977263153351,0.7557904562309197,0.7461687886475656,0.06161206146709191,0.8536585365853658,Africa
